Name,Total Paid Claims,Total Claim Dollars Paid
Whitman,0,$0.00
Lincoln,0,$0.00
Wahkiakum,0,$0.00
Skagit,0,$0.00
Pierce,3,$2482.65
Jefferson,2,$16671.23
Thurston,1,$144.32
Grays Harbor,8,$139968.96
Stevens,0,$0.00
Whatcom,0,$0.00
Okanogan,0,$0.00
Pacific,9,$135028.54
San Juan,0,$0.00
Ferry,0,$0.00
Franklin,0,$0.00
Adams,0,$0.00
Asotin,0,$0.00
Kitsap,1,$1278.92
Mason,20,$229927.75
Lewis,2,$38201.41
Columbia,0,$0.00
Island,1,$10661.31
Clark,1,$3464.35
Kittitas,0,$0.00
Douglas,0,$0.00
Garfield,0,$0.00
Cowlitz,0,$0.00
Walla Walla,0,$0.00
Benton,0,$0.00
Snohomish,2,$6104.12
Chelan,0,$0.00
King,3,$5886.27
Grant,0,$0.00
Spokane,0,$0.00
Pend Oreille,0,$0.00
Clallam,0,$0.00
Skamania,0,$0.00
Klickitat,0,$0.00
Yakima,0,$0.00
