Name,Total Paid Claims,Total Claim Dollars Paid
Whitman,7,$84210.55
Lincoln,3,$32952.01
Wahkiakum,0,$0.00
Skagit,3,$6586.17
Pierce,20,$290003.53
Jefferson,2,$19417.04
Thurston,7,$21014.22
Grays Harbor,34,$421274.96
Stevens,2,$31033.79
Whatcom,8,$102345.40
Okanogan,9,$20935.66
Pacific,3,$39353.09
San Juan,0,$0.00
Ferry,0,$0.00
Franklin,0,$0.00
Adams,0,$0.00
Asotin,1,$6302.72
Kitsap,6,$367141.33
Mason,34,$550807.64
Lewis,2,$1558.46
Columbia,5,$12533.27
Island,4,$11951.32
Clark,4,$57486.21
Kittitas,5,$18395.28
Douglas,0,$0.00
Garfield,0,$0.00
Cowlitz,4,$53793.28
Walla Walla,4,$8700.82
Benton,2,$11858.21
Snohomish,17,$217438.68
Chelan,3,$12498.21
King,27,$494266.75
Grant,0,$0.00
Spokane,11,$185073.83
Pend Oreille,65,$979346.73
Clallam,5,$75694.57
Skamania,0,$0.00
Klickitat,0,$0.00
Yakima,10,$49462.99
