Name,Total Paid Claims,Total Claim Dollars Paid
Whitman,0,$0.00
Lincoln,0,$0.00
Wahkiakum,3,$32381.25
Skagit,6,$53521.41
Pierce,17,$247775.76
Jefferson,2,$160849.28
Thurston,10,$94907.69
Grays Harbor,244,$5605045.82
Stevens,0,$0.00
Whatcom,3,$7051.30
Okanogan,1,$7296.04
Pacific,15,$550503.58
San Juan,0,$0.00
Ferry,0,$0.00
Franklin,0,$0.00
Adams,0,$0.00
Asotin,0,$0.00
Kitsap,1,$7424.89
Mason,3,$34163.36
Lewis,33,$900814.81
Columbia,0,$0.00
Island,1,$1950.63
Clark,7,$266977.79
Kittitas,1,$6957.23
Douglas,0,$0.00
Garfield,0,$0.00
Cowlitz,27,$1521337.11
Walla Walla,0,$0.00
Benton,3,$43826.87
Snohomish,108,$2009091.40
Chelan,0,$0.00
King,53,$524677.40
Grant,0,$0.00
Spokane,0,$0.00
Pend Oreille,0,$0.00
Clallam,1,$7530.84
Skamania,2,$48226.12
Klickitat,1,$21149.76
Yakima,1,$22874.29
