Name,Total Paid Claims,Total Claim Dollars Paid
Lake,1,$17524.85
Cuyahoga,4,$38786.52
Medina,0,$0.00
Summit,2,$6733.42
Hancock,41,$371297.17
Wood,8,$75650.65
Defiance,16,$145341.68
Huron,0,$0.00
Lorain,7,$75557.73
Scioto,7,$79161.60
Lawrence,6,$30971.31
Brown,1,$3272.75
Adams,0,$0.00
Franklin,1,$589.60
Harrison,0,$0.00
Belmont,1,$5578.25
Jefferson,0,$0.00
Meigs,0,$0.00
Vinton,0,$0.00
Jackson,0,$0.00
Athens,2,$5015.63
Guernsey,0,$0.00
Coshocton,0,$0.00
Pickaway,0,$0.00
Madison,0,$0.00
Fairfield,2,$23734.75
Fayette,0,$0.00
Ross,0,$0.00
Highland,0,$0.00
Marion,0,$0.00
Hardin,0,$0.00
Shelby,0,$0.00
Logan,0,$0.00
Van Wert,0,$0.00
Putnam,28,$259023.50
Portage,0,$0.00
Trumbull,1,$581.93
Geauga,1,$4374.77
Ashtabula,1,$7268.52
Sandusky,7,$58015.07
Seneca,0,$0.00
Warren,3,$30614.51
Butler,2,$7237.45
Montgomery,0,$0.00
Crawford,0,$0.00
Hamilton,1,$1383.87
Hocking,0,$0.00
Darke,0,$0.00
Carroll,0,$0.00
Stark,0,$0.00
Holmes,0,$0.00
Mahoning,3,$17948.17
Ashland,2,$30602.73
Delaware,0,$0.00
Knox,0,$0.00
Auglaize,0,$0.00
Licking,0,$0.00
Lucas,39,$407592.74
Henry,13,$92486.65
Williams,2,$34041.78
Tuscarawas,1,$10682.64
Perry,0,$0.00
Pike,0,$0.00
Clermont,0,$0.00
Clinton,0,$0.00
Union,0,$0.00
Champaign,1,$16703.43
Miami,0,$0.00
Allen,6,$46080.65
Clark,1,$888.43
Mercer,0,$0.00
Gallia,1,$1431.79
Morrow,1,$185.04
Monroe,0,$0.00
Preble,0,$0.00
Muskingum,0,$0.00
Richland,0,$0.00
Fulton,4,$26661.86
Washington,2,$18426.21
Wyandot,4,$47812.15
Wayne,0,$0.00
Morgan,0,$0.00
Greene,0,$0.00
Erie,2,$6849.41
Paulding,0,$0.00
Columbiana,1,$32447.04
Ottawa,2,$8996.71
Noble,0,$0.00
