Name,Total Paid Claims,Total Claim Dollars Paid
Lake,3,$40731.53
Cuyahoga,9,$1132378.88
Medina,0,$0.00
Summit,0,$0.00
Hancock,0,$0.00
Wood,0,$0.00
Defiance,0,$0.00
Huron,1,$10962.13
Lorain,27,$799914.36
Scioto,0,$0.00
Lawrence,0,$0.00
Brown,0,$0.00
Adams,0,$0.00
Franklin,3,$28217.97
Harrison,0,$0.00
Belmont,0,$0.00
Jefferson,0,$0.00
Meigs,0,$0.00
Vinton,0,$0.00
Jackson,0,$0.00
Athens,1,$26600.00
Guernsey,0,$0.00
Coshocton,0,$0.00
Pickaway,0,$0.00
Madison,0,$0.00
Fairfield,0,$0.00
Fayette,0,$0.00
Ross,1,$7472.16
Highland,0,$0.00
Marion,0,$0.00
Hardin,0,$0.00
Shelby,0,$0.00
Logan,0,$0.00
Van Wert,0,$0.00
Putnam,1,$1738.70
Portage,0,$0.00
Trumbull,0,$0.00
Geauga,0,$0.00
Ashtabula,0,$0.00
Sandusky,2,$103091.48
Seneca,0,$0.00
Warren,0,$0.00
Butler,1,$10221.16
Montgomery,0,$0.00
Crawford,0,$0.00
Hamilton,2,$7689.63
Hocking,0,$0.00
Darke,0,$0.00
Carroll,0,$0.00
Stark,1,$21191.72
Holmes,0,$0.00
Mahoning,0,$0.00
Ashland,1,$30932.46
Delaware,0,$0.00
Knox,0,$0.00
Auglaize,1,$2003.57
Licking,0,$0.00
Lucas,1,$6030.14
Henry,0,$0.00
Williams,0,$0.00
Tuscarawas,1,$5662.00
Perry,0,$0.00
Pike,0,$0.00
Clermont,0,$0.00
Clinton,0,$0.00
Union,0,$0.00
Champaign,0,$0.00
Miami,0,$0.00
Allen,2,$8218.77
Clark,0,$0.00
Mercer,0,$0.00
Gallia,2,$8335.33
Morrow,0,$0.00
Monroe,0,$0.00
Preble,0,$0.00
Muskingum,0,$0.00
Richland,0,$0.00
Fulton,0,$0.00
Washington,0,$0.00
Wyandot,0,$0.00
Wayne,0,$0.00
Morgan,0,$0.00
Greene,1,$123128.66
Erie,19,$364428.60
Paulding,0,$0.00
Columbiana,0,$0.00
Ottawa,11,$715684.15
Noble,0,$0.00
