Name,Total Paid Claims,Total Claim Dollars Paid
Lake,9,$44944.44
Cuyahoga,57,$123941.19
Medina,4,$6468.59
Summit,8,$16154.23
Hancock,0,$0.00
Wood,2,$10452.00
Defiance,0,$0.00
Huron,1,$280.09
Lorain,3,$19763.32
Scioto,2,$3097.33
Lawrence,2,$1018.43
Brown,0,$0.00
Adams,0,$0.00
Franklin,32,$62826.03
Harrison,16,$71548.17
Belmont,35,$99843.37
Jefferson,24,$88659.68
Meigs,1,$211.00
Vinton,0,$0.00
Jackson,3,$4890.85
Athens,0,$0.00
Guernsey,27,$672163.36
Coshocton,2,$445.96
Pickaway,1,$7303.39
Madison,0,$0.00
Fairfield,4,$2089.24
Fayette,0,$0.00
Ross,1,$798.77
Highland,0,$0.00
Marion,2,$4774.85
Hardin,0,$0.00
Shelby,0,$0.00
Logan,3,$4090.66
Van Wert,0,$0.00
Putnam,1,$1920.87
Portage,0,$0.00
Trumbull,7,$4549.11
Geauga,0,$0.00
Ashtabula,5,$8806.20
Sandusky,6,$7649.31
Seneca,1,$7291.57
Warren,1,$1962.00
Butler,28,$47771.14
Montgomery,7,$34055.58
Crawford,0,$0.00
Hamilton,35,$78570.13
Hocking,1,$2091.26
Darke,0,$0.00
Carroll,1,$9652.73
Stark,3,$16015.70
Holmes,0,$0.00
Mahoning,22,$71078.47
Ashland,1,$280.94
Delaware,7,$36260.97
Knox,0,$0.00
Auglaize,2,$2825.79
Licking,4,$27372.29
Lucas,82,$215461.65
Henry,0,$0.00
Williams,0,$0.00
Tuscarawas,5,$3737.91
Perry,2,$9411.58
Pike,3,$28351.00
Clermont,9,$162177.94
Clinton,0,$0.00
Union,1,$8412.14
Champaign,0,$0.00
Miami,3,$2865.17
Allen,2,$5066.75
Clark,8,$11847.60
Mercer,1,$1406.02
Gallia,11,$19996.87
Morrow,0,$0.00
Monroe,4,$30592.67
Preble,0,$0.00
Muskingum,11,$20783.77
Richland,0,$0.00
Fulton,0,$0.00
Washington,10,$23501.45
Wyandot,0,$0.00
Wayne,4,$8355.90
Morgan,12,$37315.41
Greene,10,$41098.35
Erie,23,$32524.91
Paulding,0,$0.00
Columbiana,18,$68602.56
Ottawa,80,$193745.35
Noble,7,$11381.83
