Name,Total Paid Claims,Total Claim Dollars Paid
Hayes,0,$0.00
Hitchcock,0,$0.00
Colfax,5,$42230.39
Dodge,27,$163418.55
Scotts Bluff,0,$0.00
Sioux,0,$0.00
Fillmore,0,$0.00
Thayer,2,$5664.27
Harlan,0,$0.00
Furnas,0,$0.00
Wayne,0,$0.00
Pierce,0,$0.00
Greeley,0,$0.00
Boone,1,$812.29
Wheeler,0,$0.00
Cedar,0,$0.00
Jefferson,1,$6466.04
Saline,5,$5014.33
Clay,0,$0.00
Hall,6,$20918.23
Adams,1,$5945.94
York,0,$0.00
Seward,3,$11846.63
Gage,23,$190141.63
Johnson,0,$0.00
Banner,0,$0.00
Morrill,0,$0.00
Buffalo,0,$0.00
Custer,0,$0.00
Otoe,2,$11250.56
Nemaha,14,$169003.62
Platte,6,$103890.47
Nance,0,$0.00
Pawnee,0,$0.00
Lancaster,5,$29075.57
Sheridan,0,$0.00
Grant,0,$0.00
Phelps,2,$6718.90
Dawson,1,$2320.14
Lincoln,0,$0.00
Antelope,0,$0.00
Stanton,0,$0.00
Frontier,0,$0.00
Dundy,0,$0.00
Cheyenne,0,$0.00
Douglas,69,$585720.22
Kimball,0,$0.00
Hamilton,0,$0.00
Brown,0,$0.00
Loup,0,$0.00
Blaine,0,$0.00
Logan,0,$0.00
Merrick,1,$1883.80
Sherman,0,$0.00
Butler,2,$76515.20
Polk,1,$6283.81
Valley,0,$0.00
Cass,75,$816178.89
Madison,2,$5336.75
Webster,0,$0.00
Nuckolls,0,$0.00
Kearney,0,$0.00
Holt,0,$0.00
Cherry,0,$0.00
Keya Paha,0,$0.00
Boyd,0,$0.00
Howard,0,$0.00
Garfield,0,$0.00
Perkins,0,$0.00
Deuel,0,$0.00
Keith,0,$0.00
Knox,0,$0.00
Sarpy,181,$3023037.65
Saunders,41,$398187.09
Box Butte,0,$0.00
Arthur,0,$0.00
Hooker,0,$0.00
Franklin,0,$0.00
Chase,0,$0.00
Burt,0,$0.00
Richardson,7,$198544.98
Garden,0,$0.00
Thomas,0,$0.00
Gosper,0,$0.00
Dixon,0,$0.00
Dakota,0,$0.00
Washington,17,$208092.82
Cuming,1,$5390.57
McPherson,0,$0.00
Red Willow,0,$0.00
Rock,0,$0.00
Dawes,0,$0.00
Thurston,0,$0.00
