Name,Total Paid Claims,Total Claim Dollars Paid
Hayes,0,$0.00
Hitchcock,0,$0.00
Colfax,0,$0.00
Dodge,5,$93855.11
Scotts Bluff,0,$0.00
Sioux,0,$0.00
Fillmore,0,$0.00
Thayer,1,$14405.21
Harlan,0,$0.00
Furnas,0,$0.00
Wayne,0,$0.00
Pierce,0,$0.00
Greeley,0,$0.00
Boone,4,$22178.22
Wheeler,0,$0.00
Cedar,0,$0.00
Jefferson,0,$0.00
Saline,1,$2280.03
Clay,0,$0.00
Hall,1,$10283.81
Adams,0,$0.00
York,0,$0.00
Seward,0,$0.00
Gage,0,$0.00
Johnson,0,$0.00
Banner,0,$0.00
Morrill,0,$0.00
Buffalo,0,$0.00
Custer,0,$0.00
Otoe,0,$0.00
Nemaha,0,$0.00
Platte,0,$0.00
Nance,0,$0.00
Pawnee,0,$0.00
Lancaster,1,$30880.44
Sheridan,0,$0.00
Grant,0,$0.00
Phelps,1,$2516.01
Dawson,0,$0.00
Lincoln,4,$44364.67
Antelope,0,$0.00
Stanton,0,$0.00
Frontier,0,$0.00
Dundy,0,$0.00
Cheyenne,0,$0.00
Douglas,7,$36820.71
Kimball,0,$0.00
Hamilton,0,$0.00
Brown,0,$0.00
Loup,0,$0.00
Blaine,0,$0.00
Logan,0,$0.00
Merrick,0,$0.00
Sherman,0,$0.00
Butler,1,$67806.57
Polk,0,$0.00
Valley,0,$0.00
Cass,0,$0.00
Madison,1,$3620.17
Webster,0,$0.00
Nuckolls,0,$0.00
Kearney,0,$0.00
Holt,0,$0.00
Cherry,0,$0.00
Keya Paha,0,$0.00
Boyd,0,$0.00
Howard,0,$0.00
Garfield,0,$0.00
Perkins,0,$0.00
Deuel,0,$0.00
Keith,0,$0.00
Knox,0,$0.00
Sarpy,6,$26800.60
Saunders,3,$27773.71
Box Butte,0,$0.00
Arthur,0,$0.00
Hooker,0,$0.00
Franklin,0,$0.00
Chase,0,$0.00
Burt,0,$0.00
Richardson,11,$273628.18
Garden,0,$0.00
Thomas,0,$0.00
Gosper,0,$0.00
Dixon,0,$0.00
Dakota,0,$0.00
Washington,0,$0.00
Cuming,1,$2626.86
McPherson,0,$0.00
Red Willow,4,$18036.80
Rock,0,$0.00
Dawes,0,$0.00
Thurston,0,$0.00
