Name,Total Paid Claims,Total Claim Dollars Paid
Hayes,0,$0.00
Hitchcock,0,$0.00
Colfax,23,$132853.57
Dodge,52,$719752.53
Scotts Bluff,5,$68646.57
Sioux,0,$0.00
Fillmore,0,$0.00
Thayer,0,$0.00
Harlan,0,$0.00
Furnas,0,$0.00
Wayne,0,$0.00
Pierce,0,$0.00
Greeley,0,$0.00
Boone,1,$8518.57
Wheeler,1,$7763.06
Cedar,0,$0.00
Jefferson,0,$0.00
Saline,0,$0.00
Clay,0,$0.00
Hall,0,$0.00
Adams,0,$0.00
York,0,$0.00
Seward,0,$0.00
Gage,0,$0.00
Johnson,0,$0.00
Banner,0,$0.00
Morrill,0,$0.00
Buffalo,0,$0.00
Custer,2,$69883.24
Otoe,6,$25063.82
Nemaha,0,$0.00
Platte,4,$14439.23
Nance,0,$0.00
Pawnee,0,$0.00
Lancaster,6,$9349.56
Sheridan,0,$0.00
Grant,0,$0.00
Phelps,0,$0.00
Dawson,10,$49244.59
Lincoln,3,$18281.17
Antelope,8,$286838.96
Stanton,1,$3405.04
Frontier,0,$0.00
Dundy,0,$0.00
Cheyenne,18,$69221.96
Douglas,57,$901253.05
Kimball,0,$0.00
Hamilton,0,$0.00
Brown,0,$0.00
Loup,0,$0.00
Blaine,0,$0.00
Logan,0,$0.00
Merrick,0,$0.00
Sherman,0,$0.00
Butler,1,$2995.04
Polk,0,$0.00
Valley,4,$23555.64
Cass,20,$295156.39
Madison,19,$2963726.15
Webster,0,$0.00
Nuckolls,0,$0.00
Kearney,0,$0.00
Holt,0,$0.00
Cherry,0,$0.00
Keya Paha,0,$0.00
Boyd,1,$3798.49
Howard,0,$0.00
Garfield,0,$0.00
Perkins,0,$0.00
Deuel,1,$12035.41
Keith,0,$0.00
Knox,0,$0.00
Sarpy,31,$577819.06
Saunders,3,$64071.22
Box Butte,0,$0.00
Arthur,0,$0.00
Hooker,0,$0.00
Franklin,0,$0.00
Chase,0,$0.00
Burt,0,$0.00
Richardson,12,$845687.67
Garden,0,$0.00
Thomas,0,$0.00
Gosper,0,$0.00
Dixon,0,$0.00
Dakota,0,$0.00
Washington,4,$42840.75
Cuming,7,$30077.09
McPherson,0,$0.00
Red Willow,0,$0.00
Rock,0,$0.00
Dawes,0,$0.00
Thurston,0,$0.00
