Name,Total Paid Claims,Total Claim Dollars Paid
Walton,1,$5899.72
Monroe,6,$153652.84
Hernando,1,$2070.45
Hendry,1,$5009.01
Glades,1,$9738.85
Miami-Dade,50,$1665215.30
Franklin,0,$0.00
Osceola,0,$0.00
Okeechobee,0,$0.00
Lee,25,$365807.89
St. Lucie,0,$0.00
Indian River,0,$0.00
Martin,1,$1120.01
Collier,1,$1067.28
Hardee,0,$0.00
Highlands,0,$0.00
DeSoto,0,$0.00
Charlotte,2,$13268.27
Brevard,1,$5624.03
Orange,2,$4934.59
Wakulla,0,$0.00
Washington,0,$0.00
Bay,1,$5990.65
Bradford,1,$7463.33
Putnam,0,$0.00
Duval,4,$46341.53
Baker,0,$0.00
Clay,0,$0.00
Jackson,0,$0.00
Pinellas,152,$2692503.10
Hillsborough,44,$795683.57
Flagler,0,$0.00
Gulf,0,$0.00
Jefferson,0,$0.00
Manatee,1,$464.40
Pasco,6,$40138.21
Sarasota,1,$23703.67
Leon,2,$29716.69
Escambia,0,$0.00
Santa Rosa,2,$49808.09
Broward,26,$251235.82
Nassau,0,$0.00
Liberty,0,$0.00
Polk,3,$25345.32
Gilchrist,0,$0.00
Lafayette,0,$0.00
Volusia,2,$24072.94
Suwannee,0,$0.00
Marion,0,$0.00
Citrus,100,$2220781.52
Levy,5,$103338.79
Holmes,0,$0.00
Madison,0,$0.00
Dixie,3,$53540.46
Seminole,1,$15952.52
Lake,0,$0.00
Okaloosa,1,$9338.78
Alachua,3,$17688.85
Union,0,$0.00
Calhoun,0,$0.00
Taylor,1,$3660.89
Sumter,1,$7043.42
St. Johns,2,$6540.35
Palm Beach,73,$1818626.34
Hamilton,0,$0.00
Columbia,0,$0.00
Gadsden,0,$0.00
