Name,Total Paid Claims,Total Claim Dollars Paid
Walton,169,$1967642.81
Monroe,3483,$43498117.04
Hernando,16,$106458.60
Hendry,1,$895.07
Glades,0,$0.00
Miami-Dade,124,$1452076.27
Franklin,110,$1338037.98
Osceola,1,$745.58
Okeechobee,0,$0.00
Lee,22,$52978.81
St. Lucie,1,$2366.49
Indian River,1,$114000.00
Martin,3,$11193.94
Collier,6,$73255.78
Hardee,6,$35121.87
Highlands,3,$16539.05
DeSoto,29,$407656.13
Charlotte,5,$10130.29
Brevard,3,$4903.34
Orange,10,$68018.68
Wakulla,170,$2542868.92
Washington,44,$439732.38
Bay,497,$9672261.59
Bradford,17,$154229.34
Putnam,1,$1338.16
Duval,150,$3446086.84
Baker,11,$127044.81
Clay,40,$480232.19
Jackson,7,$103343.68
Pinellas,80,$461909.36
Hillsborough,86,$523954.70
Flagler,1,$1613.33
Gulf,93,$1357391.59
Jefferson,1,$1280.02
Manatee,154,$1288728.61
Pasco,120,$804288.84
Sarasota,60,$332345.98
Leon,40,$779449.81
Escambia,835,$11854685.03
Santa Rosa,300,$3046792.22
Broward,108,$740756.90
Nassau,3,$31490.12
Liberty,1,$26745.25
Polk,36,$672035.81
Gilchrist,53,$613674.61
Lafayette,35,$424216.42
Volusia,7,$36749.75
Suwannee,49,$707771.15
Marion,9,$70059.95
Citrus,50,$281884.27
Levy,32,$382128.95
Holmes,54,$600462.00
Madison,12,$207879.18
Dixie,58,$509090.73
Seminole,8,$83382.01
Lake,2,$43821.97
Okaloosa,297,$4417013.58
Alachua,19,$476711.85
Union,9,$101305.27
Calhoun,46,$611238.58
Taylor,49,$511069.67
Sumter,9,$65727.91
St. Johns,5,$53989.51
Palm Beach,177,$2273700.18
Hamilton,17,$334536.00
Columbia,37,$455983.92
Gadsden,4,$46835.75
