Name,Total Paid Claims,Total Claim Dollars Paid
Walton,0,$0.00
Monroe,485,$4830801.43
Hernando,1,$3373.08
Hendry,0,$0.00
Glades,0,$0.00
Miami-Dade,8945,$91454048.15
Franklin,0,$0.00
Osceola,0,$0.00
Okeechobee,2,$7147.43
Lee,22,$90693.60
St. Lucie,45,$425561.94
Indian River,59,$739975.61
Martin,82,$559341.32
Collier,42,$303095.72
Hardee,1,$2348.92
Highlands,1,$5449.48
DeSoto,0,$0.00
Charlotte,5,$28388.01
Brevard,129,$826994.46
Orange,3,$36385.70
Wakulla,0,$0.00
Washington,0,$0.00
Bay,60,$674531.27
Bradford,0,$0.00
Putnam,4,$38810.22
Duval,10,$45106.36
Baker,0,$0.00
Clay,1,$1988.52
Jackson,0,$0.00
Pinellas,201,$1959279.81
Hillsborough,5,$33429.54
Flagler,8,$29248.65
Gulf,2,$7224.06
Jefferson,0,$0.00
Manatee,43,$267256.58
Pasco,301,$3441175.66
Sarasota,28,$570033.95
Leon,0,$0.00
Escambia,0,$0.00
Santa Rosa,0,$0.00
Broward,4004,$19424126.94
Nassau,74,$936390.10
Liberty,0,$0.00
Polk,1,$24681.74
Gilchrist,0,$0.00
Lafayette,0,$0.00
Volusia,73,$517998.56
Suwannee,0,$0.00
Marion,2,$7145.93
Citrus,1,$2375.51
Levy,0,$0.00
Holmes,0,$0.00
Madison,0,$0.00
Dixie,0,$0.00
Seminole,2,$24191.72
Lake,1,$3523.29
Okaloosa,0,$0.00
Alachua,0,$0.00
Union,0,$0.00
Calhoun,0,$0.00
Taylor,0,$0.00
Sumter,0,$0.00
St. Johns,114,$1875609.09
Palm Beach,860,$8542216.35
Hamilton,0,$0.00
Columbia,0,$0.00
Gadsden,0,$0.00
