Name,Total Paid Claims,Total Claim Dollars Paid
Walton,400,$11485822.53
Monroe,9,$66398.21
Hernando,81,$1392723.07
Hendry,3,$24794.41
Glades,5,$136263.40
Miami-Dade,124,$3261772.90
Franklin,9,$169911.60
Osceola,52,$296198.37
Okeechobee,62,$621554.86
Lee,2335,$45776242.59
St. Lucie,1786,$60467503.57
Indian River,1206,$51530840.98
Martin,646,$22615216.84
Collier,28,$1111600.72
Hardee,6,$82255.68
Highlands,20,$230002.39
DeSoto,31,$492683.20
Charlotte,137,$2441542.20
Brevard,402,$10491507.81
Orange,124,$1848808.42
Wakulla,2,$12287.78
Washington,1,$703.51
Bay,224,$6038376.63
Bradford,12,$96831.56
Putnam,56,$775065.16
Duval,219,$6367419.31
Baker,5,$246585.02
Clay,71,$1504827.78
Jackson,0,$0.00
Pinellas,370,$4602621.19
Hillsborough,602,$12313170.03
Flagler,95,$1294375.83
Gulf,7,$963114.74
Jefferson,1,$4350.00
Manatee,172,$3215912.80
Pasco,340,$5160459.18
Sarasota,23,$1034874.13
Leon,3,$20291.61
Escambia,4202,$436856228.12
Santa Rosa,3928,$406073213.92
Broward,288,$1549295.07
Nassau,12,$142803.80
Liberty,0,$0.00
Polk,224,$3671076.10
Gilchrist,24,$675468.92
Lafayette,7,$257725.74
Volusia,795,$19752548.37
Suwannee,20,$299049.98
Marion,14,$299773.43
Citrus,107,$1591123.02
Levy,32,$544351.41
Holmes,1,$30056.07
Madison,0,$0.00
Dixie,10,$59105.25
Seminole,60,$753932.66
Lake,38,$593428.05
Okaloosa,1833,$114777668.53
Alachua,22,$647925.72
Union,2,$4585.88
Calhoun,1,$6079.66
Taylor,0,$0.00
Sumter,11,$87907.78
St. Johns,43,$487901.98
Palm Beach,818,$16485632.81
Hamilton,4,$86195.18
Columbia,31,$922247.79
Gadsden,0,$0.00
