Name,Total Paid Claims,Total Claim Dollars Paid
Walton,16,$262234.36
Monroe,3,$74009.17
Hernando,2,$40591.30
Hendry,1,$11887.48
Glades,2,$4185.21
Miami-Dade,589,$26381038.59
Franklin,9,$177658.14
Osceola,18,$436384.83
Okeechobee,0,$0.00
Lee,2,$3521.88
St. Lucie,3,$333692.86
Indian River,1,$492.81
Martin,1,$2018.86
Collier,2,$17115.96
Hardee,1,$13769.91
Highlands,0,$0.00
DeSoto,1,$2744.24
Charlotte,3,$23075.20
Brevard,1,$1456.46
Orange,16,$96672.23
Wakulla,8,$126383.95
Washington,6,$37703.81
Bay,20,$195967.18
Bradford,1,$1220.00
Putnam,5,$31001.68
Duval,21,$303596.90
Baker,0,$0.00
Clay,43,$921817.94
Jackson,7,$202853.99
Pinellas,15,$102940.76
Hillsborough,33,$389844.16
Flagler,28,$275985.83
Gulf,6,$101027.74
Jefferson,0,$0.00
Manatee,25,$475427.69
Pasco,17,$304308.76
Sarasota,1,$38280.15
Leon,27,$213357.15
Escambia,15,$209325.70
Santa Rosa,15,$304466.25
Broward,645,$21688688.01
Nassau,0,$0.00
Liberty,1,$77052.79
Polk,3,$8600.92
Gilchrist,17,$207657.98
Lafayette,22,$561586.68
Volusia,597,$14020266.01
Suwannee,25,$529233.55
Marion,0,$0.00
Citrus,0,$0.00
Levy,5,$29939.49
Holmes,9,$193492.72
Madison,20,$682204.32
Dixie,3,$41882.60
Seminole,3,$10571.00
Lake,3,$10294.25
Okaloosa,21,$781069.91
Alachua,1,$12061.20
Union,0,$0.00
Calhoun,15,$325254.29
Taylor,0,$0.00
Sumter,0,$0.00
St. Johns,17,$263700.84
Palm Beach,27,$267857.67
Hamilton,18,$739198.67
Columbia,2,$41391.20
Gadsden,1,$30300.00
