Name,Total Paid Claims,Total Claim Dollars Paid
Tillamook,11,$138660.88
Sherman,0,$0.00
Klamath,0,$0.00
Jackson,0,$0.00
Marion,1,$141759.24
Yamhill,2,$29086.40
Crook,0,$0.00
Harney,0,$0.00
Polk,3,$94613.53
Lincoln,5,$112690.82
Wasco,0,$0.00
Malheur,0,$0.00
Morrow,0,$0.00
Grant,0,$0.00
Union,0,$0.00
Wallowa,0,$0.00
Baker,0,$0.00
Jefferson,0,$0.00
Douglas,1,$7158.28
Josephine,0,$0.00
Clackamas,9,$60165.12
Coos,0,$0.00
Multnomah,3,$33088.28
Lake,0,$0.00
Wheeler,0,$0.00
Washington,1,$9697.67
Curry,0,$0.00
Umatilla,0,$0.00
Clatsop,2,$48642.06
Hood River,0,$0.00
Lane,1,$940.57
Columbia,0,$0.00
Linn,0,$0.00
Benton,0,$0.00
Deschutes,0,$0.00
Gilliam,0,$0.00
