Name,Total Paid Claims,Total Claim Dollars Paid
Tillamook,16,$41092.49
Sherman,0,$0.00
Klamath,1,$5670.27
Jackson,1,$98.00
Marion,0,$0.00
Yamhill,1,$505.00
Crook,0,$0.00
Harney,3,$1292.98
Polk,0,$0.00
Lincoln,9,$35564.28
Wasco,0,$0.00
Malheur,6,$41954.42
Morrow,3,$11542.81
Grant,0,$0.00
Union,1,$6692.44
Wallowa,0,$0.00
Baker,0,$0.00
Jefferson,0,$0.00
Douglas,0,$0.00
Josephine,0,$0.00
Clackamas,8,$30558.00
Coos,3,$3585.60
Multnomah,10,$49040.99
Lake,0,$0.00
Wheeler,0,$0.00
Washington,3,$6982.38
Curry,0,$0.00
Umatilla,0,$0.00
Clatsop,2,$1379.74
Hood River,0,$0.00
Lane,0,$0.00
Columbia,1,$8876.00
Linn,0,$0.00
Benton,0,$0.00
Deschutes,0,$0.00
Gilliam,0,$0.00
