Name,Total Paid Claims,Total Claim Dollars Paid
Tillamook,0,$0.00
Sherman,0,$0.00
Klamath,0,$0.00
Jackson,0,$0.00
Marion,0,$0.00
Yamhill,0,$0.00
Crook,0,$0.00
Harney,22,$301585.33
Polk,0,$0.00
Lincoln,1,$2247.78
Wasco,0,$0.00
Malheur,1,$440.70
Morrow,0,$0.00
Grant,0,$0.00
Union,1,$4157.66
Wallowa,0,$0.00
Baker,1,$454.70
Jefferson,0,$0.00
Douglas,0,$0.00
Josephine,0,$0.00
Clackamas,1,$469.00
Coos,0,$0.00
Multnomah,0,$0.00
Lake,0,$0.00
Wheeler,0,$0.00
Washington,0,$0.00
Curry,0,$0.00
Umatilla,0,$0.00
Clatsop,0,$0.00
Hood River,0,$0.00
Lane,2,$9230.73
Columbia,0,$0.00
Linn,0,$0.00
Benton,0,$0.00
Deschutes,0,$0.00
Gilliam,0,$0.00
