Name,Total Paid Claims,Total Claim Dollars Paid
Tillamook,85,$3818008.15
Sherman,0,$0.00
Klamath,0,$0.00
Jackson,4,$44212.73
Marion,1,$26300.00
Yamhill,0,$0.00
Crook,0,$0.00
Harney,1,$305.86
Polk,0,$0.00
Lincoln,16,$191061.11
Wasco,1,$4005.39
Malheur,1,$15366.75
Morrow,0,$0.00
Grant,0,$0.00
Union,0,$0.00
Wallowa,1,$3853.95
Baker,0,$0.00
Jefferson,0,$0.00
Douglas,2,$15477.91
Josephine,0,$0.00
Clackamas,8,$744252.09
Coos,2,$13090.40
Multnomah,0,$0.00
Lake,1,$55268.28
Wheeler,0,$0.00
Washington,5,$40412.56
Curry,0,$0.00
Umatilla,0,$0.00
Clatsop,15,$327433.57
Hood River,0,$0.00
Lane,4,$21648.31
Columbia,1,$4353.68
Linn,2,$16877.25
Benton,4,$73401.32
Deschutes,0,$0.00
Gilliam,0,$0.00
