Name,Total Paid Claims,Total Claim Dollars Paid
Chester,0,$0.00
Hardeman,0,$0.00
Madison,5,$49196.33
Henderson,0,$0.00
Shelby,24,$71577.01
Crockett,0,$0.00
Gibson,2,$1574.91
Cheatham,2,$2458.60
Robertson,0,$0.00
Loudon,0,$0.00
Davidson,15,$47076.93
McMinn,0,$0.00
Bradley,2,$2834.91
Dickson,0,$0.00
Montgomery,0,$0.00
Fayette,0,$0.00
Tipton,0,$0.00
Warren,1,$4641.55
Coffee,0,$0.00
Sullivan,3,$1347.40
Johnson,0,$0.00
Williamson,24,$176375.80
Carter,0,$0.00
Washington,1,$1482.27
Hawkins,0,$0.00
Rutherford,3,$4135.23
Wilson,0,$0.00
Cannon,0,$0.00
Van Buren,1,$1503.10
Bledsoe,0,$0.00
Cumberland,0,$0.00
Grainger,0,$0.00
Union,0,$0.00
Franklin,0,$0.00
Roane,0,$0.00
Jackson,0,$0.00
Overton,1,$231.90
Anderson,0,$0.00
Scott,0,$0.00
Lauderdale,2,$6858.44
Maury,3,$6409.65
Clay,0,$0.00
Macon,0,$0.00
DeKalb,0,$0.00
Decatur,0,$0.00
Carroll,0,$0.00
Stewart,0,$0.00
Benton,0,$0.00
Smith,12,$34109.24
Putnam,0,$0.00
Fentress,0,$0.00
Lincoln,0,$0.00
Bedford,0,$0.00
Pickett,0,$0.00
Monroe,0,$0.00
Knox,2,$1658.59
Perry,0,$0.00
Greene,0,$0.00
Unicoi,0,$0.00
Hardin,7,$32454.13
Marshall,0,$0.00
Giles,0,$0.00
Lawrence,0,$0.00
White,0,$0.00
Sequatchie,0,$0.00
Moore,0,$0.00
Rhea,1,$46500.00
Hamilton,54,$139380.57
Henry,1,$221.51
Sevier,0,$0.00
McNairy,0,$0.00
Campbell,0,$0.00
Blount,0,$0.00
Meigs,0,$0.00
Sumner,1,$1709.19
Marion,4,$2776.42
Dyer,0,$0.00
Trousdale,0,$0.00
Lake,0,$0.00
Obion,0,$0.00
Weakley,1,$3169.20
Jefferson,0,$0.00
Cocke,0,$0.00
Hancock,0,$0.00
Polk,0,$0.00
Hickman,0,$0.00
Humphreys,0,$0.00
Wayne,0,$0.00
Claiborne,0,$0.00
Grundy,0,$0.00
Haywood,0,$0.00
Lewis,0,$0.00
Morgan,0,$0.00
Houston,0,$0.00
Hamblen,1,$1240.17
