Name,Total Paid Claims,Total Claim Dollars Paid
Chester,0,$0.00
Hardeman,0,$0.00
Madison,1,$2416.25
Henderson,0,$0.00
Shelby,14,$65615.74
Crockett,0,$0.00
Gibson,5,$4065.78
Cheatham,10,$67539.92
Robertson,0,$0.00
Loudon,0,$0.00
Davidson,20,$51419.62
McMinn,0,$0.00
Bradley,1,$160.33
Dickson,0,$0.00
Montgomery,3,$12110.78
Fayette,0,$0.00
Tipton,0,$0.00
Warren,0,$0.00
Coffee,1,$329.00
Sullivan,0,$0.00
Johnson,0,$0.00
Williamson,2,$4449.71
Carter,0,$0.00
Washington,0,$0.00
Hawkins,0,$0.00
Rutherford,0,$0.00
Wilson,0,$0.00
Cannon,0,$0.00
Van Buren,0,$0.00
Bledsoe,0,$0.00
Cumberland,0,$0.00
Grainger,0,$0.00
Union,0,$0.00
Franklin,0,$0.00
Roane,0,$0.00
Jackson,0,$0.00
Overton,0,$0.00
Anderson,0,$0.00
Scott,0,$0.00
Lauderdale,17,$48980.41
Maury,0,$0.00
Clay,0,$0.00
Macon,0,$0.00
DeKalb,0,$0.00
Decatur,0,$0.00
Carroll,0,$0.00
Stewart,0,$0.00
Benton,0,$0.00
Smith,1,$342.35
Putnam,0,$0.00
Fentress,0,$0.00
Lincoln,0,$0.00
Bedford,0,$0.00
Pickett,0,$0.00
Monroe,0,$0.00
Knox,3,$2466.35
Perry,0,$0.00
Greene,0,$0.00
Unicoi,0,$0.00
Hardin,3,$33322.31
Marshall,0,$0.00
Giles,0,$0.00
Lawrence,0,$0.00
White,0,$0.00
Sequatchie,0,$0.00
Moore,0,$0.00
Rhea,0,$0.00
Hamilton,6,$48070.91
Henry,0,$0.00
Sevier,0,$0.00
McNairy,1,$204.32
Campbell,0,$0.00
Blount,0,$0.00
Meigs,0,$0.00
Sumner,0,$0.00
Marion,0,$0.00
Dyer,0,$0.00
Trousdale,0,$0.00
Lake,1,$5969.82
Obion,0,$0.00
Weakley,0,$0.00
Jefferson,1,$1318.53
Cocke,0,$0.00
Hancock,0,$0.00
Polk,0,$0.00
Hickman,0,$0.00
Humphreys,0,$0.00
Wayne,1,$9772.00
Claiborne,0,$0.00
Grundy,0,$0.00
Haywood,0,$0.00
Lewis,0,$0.00
Morgan,0,$0.00
Houston,0,$0.00
Hamblen,1,$39223.89
