Name,Total Paid Claims,Total Claim Dollars Paid
Chester,0,$0.00
Hardeman,0,$0.00
Madison,0,$0.00
Henderson,1,$18528.23
Shelby,4,$29861.15
Crockett,0,$0.00
Gibson,2,$94663.02
Cheatham,0,$0.00
Robertson,0,$0.00
Loudon,0,$0.00
Davidson,4,$36111.86
McMinn,0,$0.00
Bradley,3,$29667.39
Dickson,0,$0.00
Montgomery,1,$3983.02
Fayette,1,$50527.15
Tipton,0,$0.00
Warren,0,$0.00
Coffee,0,$0.00
Sullivan,1,$3465.17
Johnson,0,$0.00
Williamson,3,$44603.28
Carter,1,$15834.12
Washington,0,$0.00
Hawkins,0,$0.00
Rutherford,1,$2174.23
Wilson,0,$0.00
Cannon,0,$0.00
Van Buren,1,$3848.57
Bledsoe,0,$0.00
Cumberland,0,$0.00
Grainger,0,$0.00
Union,0,$0.00
Franklin,2,$1641.16
Roane,1,$24883.25
Jackson,0,$0.00
Overton,0,$0.00
Anderson,0,$0.00
Scott,0,$0.00
Lauderdale,0,$0.00
Maury,0,$0.00
Clay,2,$39555.69
Macon,1,$13199.77
DeKalb,0,$0.00
Decatur,0,$0.00
Carroll,0,$0.00
Stewart,0,$0.00
Benton,0,$0.00
Smith,0,$0.00
Putnam,3,$99845.27
Fentress,0,$0.00
Lincoln,1,$14440.97
Bedford,0,$0.00
Pickett,0,$0.00
Monroe,0,$0.00
Knox,1,$9875.87
Perry,0,$0.00
Greene,0,$0.00
Unicoi,0,$0.00
Hardin,0,$0.00
Marshall,0,$0.00
Giles,0,$0.00
Lawrence,0,$0.00
White,1,$5740.80
Sequatchie,0,$0.00
Moore,0,$0.00
Rhea,0,$0.00
Hamilton,42,$651112.39
Henry,0,$0.00
Sevier,0,$0.00
McNairy,0,$0.00
Campbell,1,$6450.75
Blount,0,$0.00
Meigs,0,$0.00
Sumner,1,$1545.28
Marion,1,$62020.11
Dyer,0,$0.00
Trousdale,0,$0.00
Lake,0,$0.00
Obion,7,$227388.30
Weakley,0,$0.00
Jefferson,0,$0.00
Cocke,0,$0.00
Hancock,3,$100063.56
Polk,2,$34506.91
Hickman,0,$0.00
Humphreys,0,$0.00
Wayne,0,$0.00
Claiborne,0,$0.00
Grundy,0,$0.00
Haywood,0,$0.00
Lewis,1,$5500.94
Morgan,0,$0.00
Houston,0,$0.00
Hamblen,0,$0.00
