Name,Total Paid Claims,Total Claim Dollars Paid
Walworth,0,$0.00
Dewey,0,$0.00
Hutchinson,0,$0.00
Douglas,0,$0.00
Edmunds,2,$2300.60
Potter,0,$0.00
Hanson,1,$1754.55
Miner,0,$0.00
McCook,0,$0.00
Lake,3,$35090.17
Minnehaha,19,$1115628.06
Grant,2,$2000.00
Deuel,0,$0.00
Pennington,4,$22877.73
Clark,1,$22000.00
Beadle,1,$21868.61
Brookings,17,$264493.91
Hamlin,94,$1827506.51
Roberts,2,$1072.68
Day,45,$1695030.48
Brule,0,$0.00
Charles Mix,0,$0.00
Hand,3,$76119.01
Spink,19,$216939.14
Lyman,2,$100693.23
Gregory,2,$161998.10
Perkins,0,$0.00
Harding,0,$0.00
Butte,1,$1605.58
Ziebach,0,$0.00
Haakon,0,$0.00
Corson,0,$0.00
Hyde,0,$0.00
Meade,0,$0.00
McPherson,0,$0.00
Jerauld,0,$0.00
Brown,14,$265544.94
Faulk,0,$0.00
Kingsbury,19,$479636.88
Sanborn,0,$0.00
Aurora,0,$0.00
Campbell,0,$0.00
Stanley,70,$2534584.78
Sully,0,$0.00
Clay,6,$46072.38
Buffalo,0,$0.00
Jackson,0,$0.00
Union,140,$4281555.44
Lawrence,0,$0.00
Codington,45,$463815.51
Custer,0,$0.00
Bennett,0,$0.00
Davison,0,$0.00
Bon Homme,0,$0.00
Moody,5,$19611.85
Turner,0,$0.00
Yankton,8,$144379.55
Todd,0,$0.00
Mellette,0,$0.00
Tripp,0,$0.00
Lincoln,1,$12255.22
Marshall,8,$134637.34
Fall River,0,$0.00
Shannon,0,$0.00
Hughes,33,$483117.95
Jones,0,$0.00
