Name,Total Paid Claims,Total Claim Dollars Paid
Walworth,0,$0.00
Dewey,0,$0.00
Hutchinson,4,$52453.38
Douglas,0,$0.00
Edmunds,0,$0.00
Potter,0,$0.00
Hanson,0,$0.00
Miner,0,$0.00
McCook,0,$0.00
Lake,2,$16759.98
Minnehaha,3,$9835.49
Grant,9,$23926.19
Deuel,0,$0.00
Pennington,0,$0.00
Clark,2,$40895.22
Beadle,0,$0.00
Brookings,4,$51700.61
Hamlin,10,$77986.81
Roberts,5,$63720.71
Day,9,$182485.95
Brule,0,$0.00
Charles Mix,0,$0.00
Hand,0,$0.00
Spink,1,$7184.00
Lyman,0,$0.00
Gregory,0,$0.00
Perkins,0,$0.00
Harding,0,$0.00
Butte,0,$0.00
Ziebach,0,$0.00
Haakon,0,$0.00
Corson,0,$0.00
Hyde,0,$0.00
Meade,0,$0.00
McPherson,0,$0.00
Jerauld,0,$0.00
Brown,1,$2961.25
Faulk,0,$0.00
Kingsbury,0,$0.00
Sanborn,0,$0.00
Aurora,0,$0.00
Campbell,0,$0.00
Stanley,0,$0.00
Sully,0,$0.00
Clay,0,$0.00
Buffalo,0,$0.00
Jackson,0,$0.00
Union,1,$7000.00
Lawrence,0,$0.00
Codington,56,$425262.65
Custer,0,$0.00
Bennett,0,$0.00
Davison,1,$2843.80
Bon Homme,0,$0.00
Moody,1,$2813.60
Turner,1,$2967.79
Yankton,2,$2105.65
Todd,0,$0.00
Mellette,0,$0.00
Tripp,0,$0.00
Lincoln,0,$0.00
Marshall,0,$0.00
Fall River,0,$0.00
Shannon,0,$0.00
Hughes,0,$0.00
Jones,0,$0.00
