Name,Total Paid Claims,Total Claim Dollars Paid
Ocean,31,$142817.22
Atlantic,23,$236137.16
Burlington,17,$171820.58
Monmouth,20,$152950.30
Cape May,9,$93747.53
Passaic,1073,$25804983.36
Hunterdon,50,$579035.18
Union,787,$9674979.35
Hudson,44,$1392023.24
Warren,12,$106392.20
Cumberland,3,$8364.15
Salem,43,$305906.97
Sussex,5,$11470.75
Somerset,1019,$40623735.76
Morris,661,$9940233.84
Middlesex,299,$7767857.74
Gloucester,18,$179678.16
Camden,16,$88819.41
Essex,530,$10167724.91
Bergen,1589,$36898320.07
Mercer,96,$3939619.27
