Name,Total Paid Claims,Total Claim Dollars Paid
Ocean,317,$4271631.42
Atlantic,12,$376603.48
Burlington,7,$30606.27
Monmouth,11,$169309.98
Cape May,33,$446285.58
Passaic,18,$203785.34
Hunterdon,210,$6186941.18
Union,23,$188404.25
Hudson,13,$134364.32
Warren,224,$9537697.28
Cumberland,3,$27000.46
Salem,2,$17617.22
Sussex,8,$227020.37
Somerset,4,$16297.56
Morris,12,$137236.93
Middlesex,14,$77172.22
Gloucester,2,$3331.83
Camden,56,$391565.01
Essex,15,$248839.37
Bergen,28,$173437.01
Mercer,225,$2662287.67
