Name,Total Paid Claims,Total Claim Dollars Paid
Ocean,5528,$66746035.97
Atlantic,3264,$33811559.43
Burlington,26,$180345.08
Monmouth,2971,$53974743.08
Cape May,4203,$41137485.20
Passaic,19,$140330.74
Hunterdon,4,$257430.77
Union,52,$1294931.16
Hudson,55,$904777.68
Warren,3,$26344.80
Cumberland,44,$325947.46
Salem,6,$25423.43
Sussex,1,$31941.07
Somerset,5,$13784.84
Morris,35,$315389.93
Middlesex,128,$1695600.22
Gloucester,16,$85506.57
Camden,9,$126221.95
Essex,19,$171454.03
Bergen,172,$3142914.28
Mercer,6,$347824.64
