Name,Total Paid Claims,Total Claim Dollars Paid
Marion,1,$12439.46
Mahaska,1,$4101.90
Clay,0,$0.00
O'Brien,0,$0.00
Pocahontas,0,$0.00
Webster,0,$0.00
Calhoun,0,$0.00
Adair,0,$0.00
Union,0,$0.00
Louisa,0,$0.00
Henry,0,$0.00
Washington,2,$86728.76
Jefferson,0,$0.00
Lyon,0,$0.00
Osceola,0,$0.00
Polk,2,$100717.19
Boone,0,$0.00
Poweshiek,0,$0.00
Keokuk,0,$0.00
Wapello,7,$123500.42
Palo Alto,0,$0.00
Emmet,0,$0.00
Hamilton,0,$0.00
Cerro Gordo,1,$1707.42
Franklin,0,$0.00
Story,5,$32838.86
Crawford,0,$0.00
Harrison,0,$0.00
Madison,0,$0.00
Tama,23,$259194.93
Black Hawk,22,$357466.19
Clarke,0,$0.00
Benton,5,$41404.67
Buchanan,10,$61676.30
Warren,0,$0.00
Lucas,0,$0.00
Jasper,0,$0.00
Adams,0,$0.00
Jones,3,$23664.31
Dubuque,1,$1157.44
Delaware,8,$398469.92
Pottawattamie,0,$0.00
Montgomery,0,$0.00
Cass,0,$0.00
Page,0,$0.00
Mills,0,$0.00
Hancock,0,$0.00
Wright,0,$0.00
Sac,0,$0.00
Carroll,1,$3405.45
Linn,21,$197061.57
Bremer,4,$14818.41
Chickasaw,1,$2985.92
Floyd,2,$20621.84
Fayette,1,$1747.94
Clayton,4,$17199.19
Winnebago,0,$0.00
Worth,0,$0.00
Buena Vista,0,$0.00
Cherokee,38,$485960.54
Woodbury,0,$0.00
Monroe,0,$0.00
Johnson,44,$247760.24
Van Buren,0,$0.00
Lee,2,$34356.87
Hardin,2,$17415.71
Marshall,6,$32840.40
Audubon,0,$0.00
Shelby,0,$0.00
Cedar,0,$0.00
Clinton,2,$21076.64
Butler,7,$226499.44
Mitchell,4,$11900.94
Iowa,7,$29978.12
Greene,0,$0.00
Dallas,0,$0.00
Guthrie,0,$0.00
Winneshiek,0,$0.00
Monona,0,$0.00
Ida,0,$0.00
Appanoose,0,$0.00
Grundy,4,$12376.25
Dickinson,0,$0.00
Muscatine,14,$106682.17
Taylor,0,$0.00
Plymouth,0,$0.00
Kossuth,0,$0.00
Decatur,0,$0.00
Ringgold,0,$0.00
Davis,0,$0.00
Wayne,0,$0.00
Des Moines,13,$342922.19
Scott,75,$729982.32
Jackson,1,$32921.11
Humboldt,1,$558.82
Fremont,0,$0.00
Sioux,1,$38421.05
Howard,0,$0.00
Allamakee,4,$20812.54
