Name,Total Paid Claims,Total Claim Dollars Paid
Marion,0,$0.00
Mahaska,0,$0.00
Clay,0,$0.00
O'Brien,0,$0.00
Pocahontas,0,$0.00
Webster,0,$0.00
Calhoun,0,$0.00
Adair,0,$0.00
Union,0,$0.00
Louisa,0,$0.00
Henry,0,$0.00
Washington,0,$0.00
Jefferson,0,$0.00
Lyon,0,$0.00
Osceola,0,$0.00
Polk,0,$0.00
Boone,0,$0.00
Poweshiek,0,$0.00
Keokuk,0,$0.00
Wapello,0,$0.00
Palo Alto,0,$0.00
Emmet,0,$0.00
Hamilton,0,$0.00
Cerro Gordo,0,$0.00
Franklin,0,$0.00
Story,0,$0.00
Crawford,0,$0.00
Harrison,0,$0.00
Madison,0,$0.00
Tama,5,$93694.24
Black Hawk,7,$55008.72
Clarke,0,$0.00
Benton,0,$0.00
Buchanan,0,$0.00
Warren,0,$0.00
Lucas,0,$0.00
Jasper,0,$0.00
Adams,0,$0.00
Jones,0,$0.00
Dubuque,0,$0.00
Delaware,0,$0.00
Pottawattamie,1,$50000.00
Montgomery,0,$0.00
Cass,0,$0.00
Page,0,$0.00
Mills,0,$0.00
Hancock,0,$0.00
Wright,0,$0.00
Sac,0,$0.00
Carroll,0,$0.00
Linn,0,$0.00
Bremer,0,$0.00
Chickasaw,0,$0.00
Floyd,0,$0.00
Fayette,5,$46863.93
Clayton,0,$0.00
Winnebago,0,$0.00
Worth,0,$0.00
Buena Vista,0,$0.00
Cherokee,0,$0.00
Woodbury,0,$0.00
Monroe,0,$0.00
Johnson,0,$0.00
Van Buren,0,$0.00
Lee,0,$0.00
Hardin,0,$0.00
Marshall,0,$0.00
Audubon,0,$0.00
Shelby,0,$0.00
Cedar,0,$0.00
Clinton,0,$0.00
Butler,0,$0.00
Mitchell,0,$0.00
Iowa,0,$0.00
Greene,0,$0.00
Dallas,0,$0.00
Guthrie,0,$0.00
Winneshiek,0,$0.00
Monona,0,$0.00
Ida,0,$0.00
Appanoose,0,$0.00
Grundy,0,$0.00
Dickinson,0,$0.00
Muscatine,2,$12481.99
Taylor,0,$0.00
Plymouth,0,$0.00
Kossuth,0,$0.00
Decatur,0,$0.00
Ringgold,0,$0.00
Davis,0,$0.00
Wayne,0,$0.00
Des Moines,5,$48711.05
Scott,3,$9634.41
Jackson,0,$0.00
Humboldt,0,$0.00
Fremont,0,$0.00
Sioux,0,$0.00
Howard,0,$0.00
Allamakee,0,$0.00
