Name,Total Paid Claims,Total Claim Dollars Paid
Bradford,106,$1281745.91
Tioga,42,$493445.27
Centre,47,$330335.07
Clinton,148,$1460189.77
Huntingdon,135,$2582392.07
Bedford,328,$4905761.40
Lebanon,25,$298664.81
Chester,58,$908266.83
Berks,54,$414780.86
McKean,17,$131837.13
Elk,42,$1814627.89
Armstrong,68,$862247.09
Butler,39,$439851.61
Beaver,77,$1094969.84
Juniata,49,$383817.21
Perry,162,$1911038.66
Forest,2,$1812.01
Warren,3,$22473.39
Venango,32,$252540.92
Clearfield,106,$718032.08
Indiana,41,$300263.27
Schuylkill,27,$391194.92
Luzerne,632,$7043122.00
Franklin,27,$164004.54
Adams,80,$1982832.18
Monroe,36,$646156.98
Lackawanna,350,$6132623.70
Montour,15,$204105.61
Lycoming,880,$16815452.24
Northampton,86,$1221029.00
Carbon,20,$137323.82
Jefferson,142,$5483868.00
Allegheny,369,$6517532.30
Westmoreland,184,$2136820.63
Cambria,167,$1288052.05
Blair,223,$1862461.85
Crawford,22,$160714.95
Cameron,21,$241485.05
Northumberland,318,$4573015.33
Dauphin,1061,$12208244.01
Lehigh,45,$672853.45
Montgomery,395,$8315091.85
Wyoming,187,$2788708.98
Sullivan,17,$212633.55
Columbia,214,$1786117.50
Delaware,34,$323892.73
Union,194,$2880272.35
Mifflin,138,$1667636.63
Clarion,52,$1305320.84
Mercer,3,$11026.37
Lancaster,130,$1658779.59
Erie,14,$421589.20
Cumberland,227,$3998486.23
Wayne,14,$135109.70
Bucks,480,$9574679.69
Greene,17,$169303.86
Fayette,112,$880670.36
Philadelphia,28,$610585.29
Pike,3,$17718.73
Susquehanna,36,$310792.56
Washington,134,$1621443.94
Potter,26,$257290.05
Snyder,204,$2790851.33
Somerset,91,$767543.18
Fulton,5,$43646.00
Lawrence,11,$80638.95
York,199,$3286920.25
