Name,Total Paid Claims,Total Claim Dollars Paid
Bradford,0,$0.00
Tioga,0,$0.00
Centre,0,$0.00
Clinton,1,$7178.60
Huntingdon,0,$0.00
Bedford,2,$21524.35
Lebanon,1,$2100.16
Chester,1,$2084.11
Berks,44,$451568.48
McKean,1,$795.57
Elk,0,$0.00
Armstrong,0,$0.00
Butler,1,$964.71
Beaver,0,$0.00
Juniata,0,$0.00
Perry,3,$5320.86
Forest,0,$0.00
Warren,0,$0.00
Venango,1,$1854.25
Clearfield,0,$0.00
Indiana,1,$624.00
Schuylkill,0,$0.00
Luzerne,5,$26855.65
Franklin,0,$0.00
Adams,0,$0.00
Monroe,0,$0.00
Lackawanna,3,$8338.34
Montour,0,$0.00
Lycoming,0,$0.00
Northampton,8,$94754.39
Carbon,8,$38037.80
Jefferson,0,$0.00
Allegheny,29,$87045.13
Westmoreland,11,$33375.30
Cambria,25,$68070.05
Blair,5,$41768.63
Crawford,7,$25781.57
Cameron,0,$0.00
Northumberland,0,$0.00
Dauphin,24,$60818.33
Lehigh,71,$1854965.56
Montgomery,8,$67487.99
Wyoming,0,$0.00
Sullivan,0,$0.00
Columbia,0,$0.00
Delaware,2,$21026.79
Union,0,$0.00
Mifflin,0,$0.00
Clarion,0,$0.00
Mercer,1,$5300.00
Lancaster,46,$315753.06
Erie,3,$6476.58
Cumberland,9,$11485.35
Wayne,0,$0.00
Bucks,19,$230671.74
Greene,0,$0.00
Fayette,2,$12204.43
Philadelphia,4,$17235.97
Pike,0,$0.00
Susquehanna,0,$0.00
Washington,0,$0.00
Potter,0,$0.00
Snyder,0,$0.00
Somerset,1,$14100.00
Fulton,0,$0.00
Lawrence,0,$0.00
York,2,$12568.59
