Name,Total Paid Claims,Total Claim Dollars Paid
Bradford,0,$0.00
Tioga,0,$0.00
Centre,3,$16986.33
Clinton,4,$37372.01
Huntingdon,1,$2542.87
Bedford,0,$0.00
Lebanon,10,$179429.66
Chester,15,$167320.05
Berks,2,$17600.49
McKean,0,$0.00
Elk,3,$112368.09
Armstrong,25,$1166319.62
Butler,1,$553.69
Beaver,4,$47953.77
Juniata,0,$0.00
Perry,1,$5571.07
Forest,0,$0.00
Warren,2,$15999.93
Venango,1,$1685.17
Clearfield,106,$3215198.41
Indiana,1,$1590.71
Schuylkill,0,$0.00
Luzerne,9,$45257.05
Franklin,0,$0.00
Adams,14,$250359.71
Monroe,2,$40387.26
Lackawanna,9,$77277.04
Montour,0,$0.00
Lycoming,0,$0.00
Northampton,3,$57668.17
Carbon,0,$0.00
Jefferson,44,$863951.81
Allegheny,162,$2909204.45
Westmoreland,31,$443201.70
Cambria,8,$70071.87
Blair,1,$1800.00
Crawford,1,$5320.93
Cameron,0,$0.00
Northumberland,0,$0.00
Dauphin,14,$136451.78
Lehigh,2,$53279.60
Montgomery,12,$146781.90
Wyoming,0,$0.00
Sullivan,0,$0.00
Columbia,0,$0.00
Delaware,18,$146175.39
Union,0,$0.00
Mifflin,0,$0.00
Clarion,0,$0.00
Mercer,1,$1546.58
Lancaster,3,$13967.63
Erie,6,$220943.73
Cumberland,9,$149962.52
Wayne,9,$254520.24
Bucks,6,$77519.78
Greene,0,$0.00
Fayette,4,$72208.47
Philadelphia,0,$0.00
Pike,0,$0.00
Susquehanna,0,$0.00
Washington,23,$471882.71
Potter,0,$0.00
Snyder,0,$0.00
Somerset,0,$0.00
Fulton,0,$0.00
Lawrence,9,$71103.10
York,71,$1109465.34
