Name,Total Paid Claims,Total Claim Dollars Paid
Bradford,3,$24302.32
Tioga,0,$0.00
Centre,0,$0.00
Clinton,0,$0.00
Huntingdon,0,$0.00
Bedford,0,$0.00
Lebanon,8,$21828.17
Chester,7,$105489.59
Berks,7,$35161.16
McKean,0,$0.00
Elk,0,$0.00
Armstrong,0,$0.00
Butler,0,$0.00
Beaver,0,$0.00
Juniata,0,$0.00
Perry,0,$0.00
Forest,0,$0.00
Warren,0,$0.00
Venango,0,$0.00
Clearfield,0,$0.00
Indiana,1,$6452.72
Schuylkill,3,$10312.92
Luzerne,6,$7784.41
Franklin,0,$0.00
Adams,1,$5213.20
Monroe,1,$2099.95
Lackawanna,0,$0.00
Montour,0,$0.00
Lycoming,0,$0.00
Northampton,2,$165402.65
Carbon,1,$1155.72
Jefferson,0,$0.00
Allegheny,91,$1659949.94
Westmoreland,13,$104166.00
Cambria,0,$0.00
Blair,1,$35265.95
Crawford,1,$4347.11
Cameron,0,$0.00
Northumberland,0,$0.00
Dauphin,1,$503.90
Lehigh,0,$0.00
Montgomery,20,$112342.00
Wyoming,0,$0.00
Sullivan,0,$0.00
Columbia,1,$2935.40
Delaware,10,$46738.13
Union,0,$0.00
Mifflin,0,$0.00
Clarion,0,$0.00
Mercer,0,$0.00
Lancaster,42,$1062340.30
Erie,4,$141850.60
Cumberland,2,$6490.03
Wayne,0,$0.00
Bucks,72,$1849519.56
Greene,4,$176477.80
Fayette,68,$613600.13
Philadelphia,6,$18966.20
Pike,1,$939.78
Susquehanna,0,$0.00
Washington,79,$730403.68
Potter,0,$0.00
Snyder,0,$0.00
Somerset,6,$13431.17
Fulton,0,$0.00
Lawrence,1,$2187.97
York,0,$0.00
