Name,Total Paid Claims,Total Claim Dollars Paid
Bradford,0,$0.00
Tioga,0,$0.00
Centre,0,$0.00
Clinton,1,$11093.29
Huntingdon,0,$0.00
Bedford,0,$0.00
Lebanon,1,$2153.78
Chester,4,$91532.50
Berks,81,$4033813.26
McKean,0,$0.00
Elk,0,$0.00
Armstrong,0,$0.00
Butler,0,$0.00
Beaver,1,$17027.47
Juniata,0,$0.00
Perry,1,$19832.77
Forest,0,$0.00
Warren,1,$8241.44
Venango,0,$0.00
Clearfield,0,$0.00
Indiana,0,$0.00
Schuylkill,0,$0.00
Luzerne,4,$510374.32
Franklin,0,$0.00
Adams,0,$0.00
Monroe,3,$74494.26
Lackawanna,41,$874699.61
Montour,0,$0.00
Lycoming,1,$1015.27
Northampton,26,$987015.44
Carbon,0,$0.00
Jefferson,0,$0.00
Allegheny,1,$7251.70
Westmoreland,2,$46052.46
Cambria,1,$55000.00
Blair,0,$0.00
Crawford,0,$0.00
Cameron,0,$0.00
Northumberland,0,$0.00
Dauphin,0,$0.00
Lehigh,0,$0.00
Montgomery,16,$346977.89
Wyoming,2,$105964.81
Sullivan,0,$0.00
Columbia,0,$0.00
Delaware,1,$10248.12
Union,0,$0.00
Mifflin,0,$0.00
Clarion,1,$4076.75
Mercer,0,$0.00
Lancaster,0,$0.00
Erie,1,$4486.29
Cumberland,0,$0.00
Wayne,0,$0.00
Bucks,22,$1794087.35
Greene,0,$0.00
Fayette,0,$0.00
Philadelphia,5,$110087.45
Pike,0,$0.00
Susquehanna,1,$13322.35
Washington,0,$0.00
Potter,0,$0.00
Snyder,0,$0.00
Somerset,0,$0.00
Fulton,0,$0.00
Lawrence,2,$78559.10
York,0,$0.00
