Name,Total Paid Claims,Total Claim Dollars Paid
Larimer,230,$12241331.34
Boulder,1256,$48775726.91
Broomfield,1,$2853.02
Crowley,0,$0.00
Pueblo,2,$45094.25
El Paso,136,$3714617.28
Kit Carson,0,$0.00
Lincoln,0,$0.00
Saguache,0,$0.00
Alamosa,0,$0.00
Jefferson,45,$853523.27
Chaffee,0,$0.00
Fremont,2,$33026.95
Arapahoe,24,$257818.11
Denver,2,$2002.94
Garfield,0,$0.00
Weld,90,$5180354.25
Logan,7,$645360.43
Sedgwick,0,$0.00
Bent,0,$0.00
Hinsdale,0,$0.00
Ouray,0,$0.00
San Miguel,0,$0.00
Las Animas,0,$0.00
Adams,11,$92433.78
Washington,0,$0.00
Jackson,0,$0.00
Archuleta,0,$0.00
Rio Grande,0,$0.00
Douglas,4,$34316.37
Teller,1,$5623.38
Yuma,0,$0.00
Park,0,$0.00
Lake,0,$0.00
Huerfano,0,$0.00
Pitkin,0,$0.00
Routt,1,$5381.38
Mesa,0,$0.00
Gunnison,0,$0.00
Morgan,7,$328085.85
Baca,0,$0.00
Grand,0,$0.00
Gilpin,0,$0.00
San Juan,0,$0.00
Conejos,0,$0.00
Summit,0,$0.00
Dolores,0,$0.00
Costilla,0,$0.00
Elbert,0,$0.00
Kiowa,0,$0.00
Otero,0,$0.00
Mineral,0,$0.00
Custer,0,$0.00
Eagle,0,$0.00
Montrose,1,$2368.30
Phillips,0,$0.00
Delta,0,$0.00
Prowers,0,$0.00
Moffat,0,$0.00
Montezuma,1,$16100.81
Rio Blanco,0,$0.00
Cheyenne,0,$0.00
La Plata,2,$22892.51
Clear Creek,3,$14399.67
